Epoch,Dloss,Gloss
0,0.6436107105016708,0.7452890425920486
1,0.6388550013303756,0.7505803787708283
2,0.6341239458322525,0.7558974325656891
3,0.6294171637296677,0.7612406533956527
4,0.6247310906648635,0.7666140955686569
5,0.6200685220956802,0.7720146894454956
6,0.6154253476858139,0.7774472552537918
7,0.6108012920618058,0.7829122710227966
8,0.6061953103542328,0.7884111434221268
9,0.6016040116548538,0.7939482486248016
10,0.5970286160707474,0.7995224207639694
11,0.5924654990434647,0.8051383990049362
12,0.5879154765605926,0.8107956492900849
13,0.5833774667978286,0.8164959615468979
14,0.578851420879364,0.8222398298978806
15,0.574337015748024,0.8280281805992127
16,0.569834355711937,0.8338613444566727
17,0.5653436833620071,0.8397395342588425
18,0.5608642321825027,0.8456642657518387
19,0.5563966453075408,0.8516351962089539
20,0.5519406205415726,0.8576532995700836
21,0.547496754527092,0.8637182825803756
22,0.5430641955137253,0.8698318547010422
23,0.5386425107717514,0.8759952116012574
24,0.53423255443573,0.8822077482938766
25,0.5298331725597382,0.8884717482328415
26,0.5254450553655624,0.8947868096828461
27,0.5210686957836151,0.9011528253555298
28,0.5167034351825714,0.9075714129209519
29,0.5123486334085464,0.9140442490577698
30,0.5080060827732086,0.9205692607164383
31,0.5036755138635636,0.9271475166082382
32,0.4993568205833435,0.9337798380851745
33,0.49504959672689436,0.9404675358533859
34,0.4907560899853706,0.9472077935934067
35,0.48647583365440367,0.9540019953250884
36,0.48220931708812714,0.9608499544858933
37,0.4779571953415871,0.967751214504242
38,0.47371989011764526,0.9747057861089706
39,0.46949810296297073,0.9817130428552627
40,0.46529238909482956,0.9887726426124572
41,0.4611038514971733,0.9958833128213882
42,0.4569336324930191,1.0030435919761658
43,0.4527826792001724,1.0102525281906127
44,0.4486531254649162,1.0175070917606355
45,0.44454810440540315,1.0248044919967652
46,0.4405206924676895,1.0320920050144196
47,0.4367352637648583,1.039071388244629
48,0.43304103285074236,1.0458672487735747
49,0.4293816602230072,1.0526651668548583
50,0.4257546666264534,1.0594728243350984
51,0.42215788751840594,1.0662939977645873
52,0.41858975231647494,1.0731311535835266
53,0.41504901111125947,1.0799864423274994
54,0.4115346360206604,1.086861448287964
55,0.4080455991625786,1.0937579154968262
56,0.40458112239837646,1.1006770813465119
57,0.4011407324671745,1.107619662284851
58,0.39772390395402907,1.1145865428447723
59,0.3943303409218788,1.121578073501587
60,0.3909595134854317,1.128595188856125
61,0.38761108458042143,1.1356383562088013
62,0.3842849087715149,1.1427077507972718
63,0.38098088920116424,1.1498033845424651
64,0.37769869416952134,1.156925826072693
65,0.3744381925463676,1.1640751469135284
66,0.3711993208527565,1.1712513864040375
67,0.3679819828271866,1.178454545736313
68,0.36478619784116745,1.1856843996047974
69,0.36161192148923876,1.1929409205913544
70,0.3584589546918869,1.2002243101596832
71,0.355327416062355,1.2075341928005219
72,0.3522170296311378,1.2148709356784821
73,0.34912794023752214,1.2222340416908264
74,0.3460601249337196,1.2296233546733857
75,0.3430134791135788,1.2370388889312744
76,0.3399881586432457,1.2444800662994384
77,0.3369840857386589,1.2519468009471892
78,0.33400132417678835,1.2594386851787567
79,0.331039782166481,1.2669557106494904
80,0.3280995789170265,1.274497287273407
81,0.325180624127388,1.282063390016556
82,0.32228285223245623,1.289653844833374
83,0.3194062143564224,1.2972684597969055
84,0.3165506771206856,1.304907079935074
85,0.3137163871526718,1.3125689816474915
86,0.31090313076972964,1.3202543544769287
87,0.3081109365820885,1.3279628229141236
88,0.30533987790346145,1.3356938481330871
89,0.30258973985910415,1.343447597026825
90,0.2998607712984085,1.3512230122089386
91,0.29715293645858765,1.359019855260849
92,0.29446622788906096,1.3668376433849334
93,0.29180062264204026,1.374676034450531
94,0.28915611386299134,1.3825347185134889
95,0.286532866358757,1.3904126226902007
96,0.283930606842041,1.398310089111328
97,0.2813497126102448,1.406225551366806
98,0.2787900522351265,1.4141588580608369
99,0.2762515738606453,1.4221096909046174
100,0.27373423874378205,1.4300775361061095
101,0.2712381517887115,1.4380616223812104
102,0.2687632289528847,1.4460615146160125
103,0.2663094425201416,1.4540768206119536
104,0.2638768285512924,1.4621067285537719
105,0.26146544426679613,1.4701504862308503
106,0.25907527476549147,1.478207484483719
107,0.25670625269412994,1.486277220249176
108,0.25435859739780425,1.4943582820892334
109,0.2520321795344353,1.5024504911899568
110,0.24972682416439057,1.5105535447597505
111,0.2474428714811802,1.5186656665802003
112,0.24518013656139373,1.526786723136902
113,0.24293857291340828,1.5349158918857575
114,0.24071836307644845,1.5430519664287567
115,0.23851913467049599,1.551195237636566
116,0.23634130463004113,1.5593435263633728
117,0.23418443337082862,1.5674973917007446
118,0.2320488312840462,1.5756549227237702
119,0.22993443056941032,1.5838153660297394
120,0.22784144550561905,1.5919770503044128
121,0.22576937198638916,1.6001408123970031
122,0.22371882513165475,1.6083033299446106
123,0.22168944492936135,1.61646493434906
124,0.21968129500746728,1.6246243381500245
125,0.21769477263092996,1.6327789425849915
126,0.21572934582829476,1.6409295988082886
127,0.21378534391522408,1.6490739727020263
128,0.2118627978861332,1.6572107017040252
129,0.20996146261692047,1.6653395879268647
130,0.20808155775070192,1.6734584832191468
131,0.2062230770289898,1.6815661227703094
132,0.204386083483696,1.6896610617637635
133,0.20257052555680274,1.6977421426773072
134,0.20077636435627938,1.7058079397678376
135,0.1990037441253662,1.7138567459583283
136,0.19725235998630525,1.721888291835785
137,0.1955227866768837,1.729898693561554
138,0.1938146586716175,1.7378880751132966
139,0.19212792947888374,1.7458551144599914
140,0.19046263843774797,1.7537979507446289
141,0.1888188360631466,1.7617148649692536
142,0.18719663351774216,1.7696038150787354
143,0.18559563562273979,1.7774649274349212
144,0.18401595517992975,1.7852960324287415
145,0.1824573403596878,1.7930966222286224
146,0.18091992199420928,1.8008644568920136
147,0.17940346390008927,1.8085988032817841
148,0.17790766194462776,1.8162994933128358
149,0.17643264174461365,1.8239641857147217
150,0.17497826874256134,1.8315918803215028
151,0.17354393661022186,1.8391836297512054
152,0.172129717618227,1.846737529039383
153,0.17073528483510017,1.8542534685134888
154,0.16936061382293702,1.8617297112941742
155,0.16800519779324533,1.8691673481464386
156,0.16666863590478898,1.876566481590271
157,0.16535089582204818,1.8839259219169617
158,0.164051733314991,1.8912451410293578
159,0.16277058571577072,1.898525516986847
160,0.16150735720992088,1.9057660269737244
161,0.16026144698262215,1.9129682219028472
162,0.1590330696105957,1.920129463672638
163,0.15782158955931663,1.9272517001628875
164,0.1566262300312519,1.9343377089500426
165,0.1554473376274109,1.941383932828903
166,0.15428444400429725,1.9483919942378998
167,0.15313728556036948,1.955361646413803
168,0.15200502693653106,1.9622964572906494
169,0.15088788256049157,1.9691938877105712
170,0.14978502333164215,1.9760572576522828
171,0.14869706466794014,1.9828820276260375
172,0.1476226907968521,1.9896745526790618
173,0.14656151086091995,1.9964356744289398
174,0.14551403179764746,2.0031616616249086
175,0.14447938606143,2.0098563742637636
176,0.14345753639936448,2.016519076824188
177,0.14244795024394988,2.0231518650054934
178,0.14145035788416863,2.029755299091339
179,0.14046450600028038,2.0363301372528078
180,0.13949020996689795,2.042876479625702
181,0.138527290225029,2.049394516944885
182,0.13757522001862527,2.0558865451812744
183,0.13663394272327423,2.0623523879051207
184,0.13570322796702386,2.068792288303375
185,0.13478282317519188,2.0752072715759278
186,0.13387248769402504,2.081597888469696
187,0.13297226533293724,2.0879632782936097
188,0.13208135783672334,2.0943077182769776
189,0.13120024740695954,2.100627455711365
190,0.13032845303416252,2.1069249629974367
191,0.12946567848324775,2.113201298713684
192,0.1286119455099106,2.1194557619094847
193,0.12776715770363808,2.1256882047653196
194,0.12693090930581094,2.1319007658958435
195,0.12610331371426584,2.1380921483039854
196,0.12528409831225873,2.1442634201049806
197,0.1244729945808649,2.1504159688949587
198,0.12367028571665287,2.156546993255615
199,0.1228752825409174,2.1626606702804567
200,0.12208816483616829,2.1687552332878113
201,0.12130875550210476,2.1748313689231873
202,0.1205368372797966,2.180890109539032
203,0.11977255061268806,2.186929850578308
204,0.11901531457901,2.192953736782074
205,0.11826524578034878,2.198961036205292
206,0.11752222619950771,2.204951641559601
207,0.11678609259426594,2.2109262990951537
208,0.11605664901435375,2.216886043548584
209,0.11533370673656464,2.2228317975997927
210,0.11461719520390033,2.2287634301185606
211,0.11390702798962593,2.2346811842918397
212,0.11320307433605194,2.240585594177246
213,0.11250515036284923,2.246477406024933
214,0.11181318446993828,2.2523571181297304
215,0.11112705953419208,2.258224985599518
216,0.11044661842286586,2.264081757068634
217,0.10977188631892204,2.269926896095276
218,0.10910259127616882,2.275762097835541
219,0.10843885064125061,2.2815859627723696
220,0.10778059549629689,2.2873988723754883
221,0.1071274821460247,2.293203055858612
222,0.10647971466183663,2.2989964866638184
223,0.10583716675639153,2.304779739379883
224,0.10519964002072811,2.3105541682243347
225,0.10456717453896999,2.3163190269470215
226,0.10393965534865857,2.3220748782157896
227,0.10331707872450352,2.3278215169906615
228,0.10269930936396122,2.3335596179962157
229,0.10208620086312294,2.339290223121643
230,0.10147787235677243,2.345011796951294
231,0.10087410159409047,2.3507259845733643
232,0.10027502104640007,2.3564313530921934
233,0.0996803767979145,2.3621296525001525
234,0.0990902004390955,2.367820279598236
235,0.09850446537137031,2.373503258228302
236,0.09792305499315263,2.379179255962372
237,0.09734592042863369,2.3848485732078553
238,0.09677302412688732,2.390510981082916
239,0.09620430707931518,2.3961668014526367
240,0.09563967414200306,2.401816442012787
241,0.09507916644215583,2.407459580898285
242,0.09452266581356525,2.4130966663360596
243,0.09397016733884811,2.4187274885177614
244,0.09342159636318684,2.4243526029586793
245,0.09287693917751312,2.429971680641174
246,0.09233611345291137,2.435585241317749
247,0.09179915383458137,2.4411928415298463
248,0.09126589804887772,2.446795635223389
249,0.09073635868728161,2.45239337682724
250,0.09021050654351712,2.457985908985138
251,0.08968833044171333,2.463572905063629
252,0.08916975259780884,2.4691550493240357
253,0.08865471377968788,2.4747326707839967
254,0.0881432480365038,2.4803051424026488
255,0.08763526871800423,2.485872972011566
256,0.08713076792657376,2.4914361023902893
257,0.08662970632314682,2.4969946455955507
258,0.08613201320171356,2.502548990249634
259,0.08563773430883885,2.508098349571228
260,0.08514671087265015,2.5136442828178405
261,0.08465902730822564,2.5191855597496033
262,0.08417460210621357,2.5247227501869203
263,0.08369341753423214,2.5302558016777037
264,0.08321544639766217,2.535784742832184
265,0.08274064913392067,2.5413096952438354
266,0.08226899668574333,2.5468308305740357
267,0.08180044762790203,2.552348206043243
268,0.08133501164615155,2.5578616666793823
269,0.08087262339890003,2.563371596336365
270,0.08041327334940433,2.5688777136802674
271,0.0799569334089756,2.5743802642822264
272,0.07950357414782047,2.5798793601989747
273,0.07905319668352603,2.585374481678009
274,0.0786057472229004,2.5908663129806517
275,0.07816120080649852,2.5963546514511107
276,0.07771952107548713,2.6018397283554076
277,0.07728068195283413,2.6073218989372253
278,0.07684469603002071,2.61280038356781
279,0.076411547139287,2.618275320529938
280,0.07598119504749774,2.623746967315674
281,0.07555360175669193,2.6292154383659363
282,0.07512874349951744,2.6346806716918945
283,0.07470660686492919,2.6401427292823794
284,0.0742871454358101,2.645602080821991
285,0.07387036390602589,2.6510583400726317
286,0.0734562560915947,2.6565113472938537
287,0.07304478667676449,2.661961107254028
288,0.07263595208525658,2.667407727241516
289,0.072229675501585,2.6728518652915954
290,0.07182597331702709,2.6782930660247803
291,0.07142486110329628,2.6837309074401854
292,0.07102629140019417,2.689165587425232
293,0.07063023753464222,2.6945974445343017
294,0.07023669354617595,2.7000262093544007
295,0.06984560549259186,2.7054524183273316
296,0.06945701360702515,2.710875327587128
297,0.0690708701312542,2.7162951278686522
298,0.06868712373077869,2.7217126798629763
299,0.06830583319067955,2.7271266531944276
300,0.06792688004672527,2.732538380622864
301,0.06755031950771809,2.737947187423706
302,0.06717611871659755,2.7433530497550964
303,0.06680424280464649,2.7487563848495484
304,0.0664346931874752,2.7541567349433898
305,0.06606743581593037,2.7595545482635497
306,0.06570245839655399,2.764949634075165
307,0.06533976510167122,2.7703417921066285
308,0.0649793241918087,2.77573123216629
309,0.06462108366191387,2.7811184549331665
310,0.06426507100462914,2.786502842903137
311,0.06391126126050949,2.7918845915794375
312,0.0635596214979887,2.7972639489173887
313,0.06321016401052475,2.8026405000686645
314,0.06286283701658249,2.8080147957801818
315,0.06251766584813595,2.8133862733840944
316,0.062174632698297504,2.818754825592041
317,0.061833686903119085,2.8241211867332456
318,0.06149479176849127,2.8294854831695555
319,0.06115796905010939,2.834847400188446
320,0.06082321595400572,2.8402066588401795
321,0.060490494146943095,2.8455637454986573
322,0.06015980858355761,2.8509183526039124
323,0.05983115699142218,2.8562700605392455
324,0.0595045106485486,2.8616192150115967
325,0.059179850965738294,2.8669661617279054
326,0.058857147619128226,2.872310802936554
327,0.05853641491383314,2.8776530051231384
328,0.0582176049053669,2.8829929876327514
329,0.05790074974298477,2.8883303809165954
330,0.05758580949157476,2.893665292263031
331,0.05727278381586075,2.898997721672058
332,0.05696162980049849,2.9043281865119934
333,0.05665235184133053,2.9096563959121706
334,0.05634495798498392,2.914981846809387
335,0.05603941142559052,2.920305016040802
336,0.05573567137122154,2.925626320838928
337,0.05543377626687288,2.930945255756378
338,0.055133680552244185,2.9362619519233704
339,0.05483538947999477,2.941576433181763
340,0.05453888028860092,2.946888744831085
341,0.05424414046108723,2.9521987557411196
342,0.05395116411149502,2.9575066900253297
343,0.05365994196385145,2.9628123474121093
344,0.053370460867881775,2.9681157422065736
345,0.053082703724503515,2.9734168648719788
346,0.052796675227582454,2.9787158036231993
347,0.052512357868254186,2.984012348651886
348,0.05222972340881824,2.989306824207306
349,0.051948773339390755,2.9945990800857545
350,0.051669512689113614,2.999888827800751
351,0.051391881592571735,3.005176935195923
352,0.051115896366536615,3.0104629135131837
353,0.05084155686199665,3.015746352672577
354,0.05056884478777647,3.0210276532173155
355,0.05029774125665426,3.0263068771362303
356,0.05002825573086739,3.0315837907791137
357,0.049760355316102504,3.036858558654785
358,0.04949403587728739,3.0421313881874084
359,0.04922930311411619,3.0474016094207763
360,0.04896611418575048,3.052670114040375
361,0.04870448995381594,3.0579363322257995
362,0.04844439074397087,3.0632006406784056
363,0.04818582288920879,3.0684628319740295
364,0.04792876038700342,3.0737234497070314
365,0.047673226706683634,3.0789814305305483
366,0.04741919863969088,3.084237265586853
367,0.04716666210442781,3.0894910049438478
368,0.046915603391826155,3.09474267244339
369,0.04666603092104196,3.099991986751556
370,0.04641790226101875,3.1052395701408386
371,0.04617123980075121,3.1104847168922425
372,0.045926008597016336,3.115728106498718
373,0.04568220976740122,3.1209693145751953
374,0.045439833365380766,3.1262085962295534
375,0.04519887287169695,3.13144570350647
376,0.044959326311945914,3.1366807985305787
377,0.04472116805613041,3.1419137930870056
378,0.04448440339416265,3.147144811153412
379,0.0442490216344595,3.152373538017273
380,0.04401500470936298,3.1576004076004027
381,0.04378235045820475,3.162825026512146
382,0.04355106629431248,3.168047444820404
383,0.043321115896105766,3.173267829418182
384,0.04309252325445414,3.17848575592041
385,0.042865246385335926,3.183701889514923
386,0.04263929266482592,3.1889158058166505
387,0.04241467613726854,3.1941270804405213
388,0.04219135142862797,3.199336507320404
389,0.041969331167638305,3.2045437407493593
390,0.04174860775470734,3.209748511314392
391,0.04152916591614485,3.2149512815475463
392,0.04131100196391344,3.2201519870758055
393,0.04109409365803003,3.2253503441810607
394,0.040878450684249404,3.2305464935302735
395,0.04066406611353159,3.2357403326034544
396,0.04045092355459928,3.240931761264801
397,0.040239030867815016,3.2461210656166077
398,0.040028355680406094,3.251308035850525
399,0.03981890171766281,3.256492874622345
400,0.03961067009717226,3.261675248146057
401,0.0394036278128624,3.2668558835983275
402,0.03919778153300285,3.27203430891037
403,0.03899313475936651,3.2772103810310362
404,0.038789664432406425,3.2823841333389283
405,0.03858738381415606,3.2875553512573243
406,0.03838626973330975,3.2927245688438416
407,0.03818632509559393,3.2978911852836608
408,0.037987523861229416,3.303055772781372
409,0.03778987932950258,3.308217899799347
410,0.03759337827563286,3.31337765455246
411,0.03739799551665783,3.318535385131836
412,0.03720376566052437,3.3236903738975525
413,0.03701064541935921,3.3288433504104615
414,0.03681864500045776,3.333993797302246
415,0.03662774577736855,3.3391420316696165
416,0.036437954381108285,3.3442876052856447
417,0.03624924942851067,3.3494311499595644
418,0.036061633974313737,3.3545724153518677
419,0.03587511658668518,3.359710764884949
420,0.03568967178463936,3.3648467302322387
421,0.035505294539034365,3.3699803042411802
422,0.03532197520136833,3.3751115345954896
423,0.03513970710337162,3.380240306854248
424,0.0349584836140275,3.385366997718811
425,0.0347783013805747,3.390491282939911
426,0.03459914743900299,3.395613329410553
