Epoch,Loss
0,23.117675590515137
1,23.07586814880371
2,23.033951110839844
3,22.991858730316164
4,22.949545707702637
5,22.90696710586548
6,22.86407953262329
7,22.820841999053954
8,22.77721698760986
9,22.733166255950927
10,22.688655414581298
11,22.643650741577147
12,22.598115367889406
13,22.552007369995117
14,22.505277576446534
15,22.457873115539552
16,22.409746074676512
17,22.360855045318605
18,22.31116262435913
19,22.260631999969483
20,22.209227523803712
21,22.156910037994386
22,22.10363914489746
23,22.049369678497314
24,21.994052391052247
25,21.93763484954834
26,21.88006122589111
27,21.821271705627442
28,21.761204051971436
29,21.699792633056642
30,21.636969757080077
31,21.572665252685546
32,21.506806030273438
33,21.439316177368163
34,21.370115966796874
35,21.29911767959595
36,21.226227111816407
37,21.15134298324585
38,21.074357166290284
39,20.995155601501466
40,20.91361795425415
41,20.829616718292236
42,20.74301368713379
43,20.653661365509034
44,20.561408243179322
45,20.46609827041626
46,20.36758065223694
47,20.26570513725281
48,20.160322818756104
49,20.051282558441162
50,19.938430643081666
51,19.821610231399536
52,19.700658712387085
53,19.575408220291138
54,19.445683822631835
55,19.311305198669434
56,19.172088346481324
57,19.02784773826599
58,18.8783957195282
59,18.7235484790802
60,18.563124685287477
61,18.3969477558136
62,18.22484697341919
63,18.046656455993652
64,17.862217826843263
65,17.67138614654541
66,17.47403292655945
67,17.270047998428346
68,17.059347324371338
69,16.841876373291015
70,16.617613945007324
71,16.386577548980714
72,16.14882558822632
73,15.904459409713745
74,15.653626766204834
75,15.396520891189574
76,15.133387584686279
77,14.86452036857605
78,14.590267028808594
79,14.311028690338135
80,14.02725357055664
81,13.739443922042847
82,13.448140745162965
83,13.153922548294068
84,12.85739634513855
85,12.55918734550476
86,12.259931268692016
87,11.960263071060181
88,11.660809020996094
89,11.362175455093384
90,11.064938106536864
91,10.769636821746825
92,10.476767210960388
93,10.186778783798218
94,9.900069231986999
95,9.616989307403564
96,9.337841567993165
97,9.062884006500244
98,8.792334866523742
99,8.526379704475403
100,8.265175518989563
101,8.008856282234191
102,7.757535300254822
103,7.511309409141541
104,7.270259556770324
105,7.034452819824219
106,6.803940081596375
107,6.578760981559753
108,6.358938760757447
109,6.144482703208923
110,5.935386555194855
111,5.7316294240951535
112,5.533176054954529
113,5.33998176574707
114,5.151989614963531
115,4.969132912158966
116,4.791341927051544
117,4.6185425496101375
118,4.450655877590179
119,4.28760228395462
120,4.12929545879364
121,3.9756493854522703
122,3.8265761089324952
123,3.6819852805137634
124,3.541786435842514
125,3.405889092683792
126,3.2742008805274962
127,3.1466316854953766
128,3.023090145587921
129,2.9034864890575407
130,2.787732527256012
131,2.675740418434143
132,2.56742449760437
133,2.4626993346214294
134,2.361482774615288
135,2.263692469596863
136,2.169248352050781
137,2.078071802854538
138,1.990084787607193
139,1.905210846066475
140,1.8233749264478682
141,1.7445028007030488
142,1.6685217428207397
143,1.5953598809242249
144,1.524946018755436
145,1.4572109216451645
146,1.3920856615900994
147,1.3295030534267425
148,1.2693958777189254
149,1.211699224114418
150,1.1563492462038993
151,1.1032824589312076
152,1.0524367578327656
153,1.0037525071203708
154,0.9571696059405803
155,0.9126296897232532
156,0.8700759236514568
157,0.8294525133073329
158,0.7907044471055269
159,0.7537782654166222
160,0.7186210717260838
161,0.6851812177151442
162,0.6534081984311342
163,0.623251789547503
164,0.5946632320061326
165,0.5675940127670764
166,0.5419964073598385
167,0.5178232166916132
168,0.49502818685024974
169,0.4735650820657611
170,0.453388443030417
171,0.4344527414441109
172,0.4167131430655718
173,0.40012505523860453
174,0.3846441375091672
175,0.37022609505802395
176,0.35682695277035237
177,0.3444031298905611
178,0.33291123107075693
179,0.32230764493346215
180,0.3125495461374521
181,0.30359424635767934
182,0.2953991962969303
183,0.287922565639019
184,0.2811226945370436
185,0.2749586346000433
186,0.2693899627029896
187,0.2643769779801369
188,0.25988095708191394
189,0.25586386427283286
190,0.25228862375020983
191,0.24911990374326706
192,0.24632286973297596
193,0.24386452704668046
194,0.24171338386833668
195,0.2398393751680851
196,0.23821414541453123
197,0.23681099429726601
198,0.2356051502749324
199,0.2345735040679574
200,0.23369502428919076
201,0.23295019529759883
202,0.23232158228754998
203,0.23179321341216563
204,0.23135097559541465
205,0.2309822740405798
206,0.2306760261952877
207,0.23042245097458364
208,0.23021308410912752
209,0.2300406239181757
210,0.2298988378420472
211,0.2297823317348957
212,0.22968662835657597
213,0.22960789401084183
214,0.22954290896654128
215,0.22948906965553761
216,0.22944419477134942
217,0.22940640918910504
218,0.2293742811307311
219,0.22934663970023395
220,0.22932239178568126
221,0.2293008506298065
222,0.22928137071430682
223,0.22926341906189918
224,0.22924659002572298
225,0.22923055067658424
226,0.2292150642350316
227,0.22919994562864304
228,0.22918500531464814
229,0.22917013324797153
230,0.22915520198643208
231,0.22914022371172904
232,0.22912506364285945
233,0.22910969339311124
234,0.22909408248960972
235,0.22907820802181958
236,0.229062090665102
237,0.2290456187725067
238,0.22902888771146535
239,0.2290118382871151
240,0.2289945064112544
241,0.22897687751799822
242,0.22895890709012748
243,0.2289406355470419
244,0.228922070376575
245,0.22890318874269724
246,0.2288840240240097
247,0.22886455412954093
248,0.22884480118751527
249,0.22882474530488253
250,0.2288043924793601
251,0.22878375131636858
252,0.22876284006983041
253,0.2287416435778141
254,0.22872016578912735
255,0.22869840547442435
256,0.22867633562535047
257,0.2286539663374424
258,0.22863133136183023
259,0.22860838290303945
260,0.22858512058854102
261,0.22856155261397362
262,0.22853765338659288
263,0.22851340416818858
264,0.22848877172917129
265,0.22846372593194247
266,0.2284382911399007
267,0.2284123956412077
268,0.2283859945461154
269,0.22835903231054544
270,0.22833143569529057
271,0.2283031403273344
272,0.22827404610812663
273,0.2282440485805273
274,0.22821298692375422
275,0.22818071637302637
276,0.22814706671983004
277,0.2281118942052126
278,0.22807505693286656
279,0.2280366262421012
280,0.22799696441739797
281,0.2279569262266159
282,0.22791771348565817
283,0.22788046177476645
284,0.22784584034234284
285,0.22781369265168905
286,0.22778337936848403
287,0.22775420054793358
288,0.22772552233189344
289,0.22769701939076184
290,0.22766837947070598
291,0.227639497295022
292,0.22761029429733753
293,0.22758064813911916
294,0.22755051884800195
295,0.22751988548785448
296,0.22748869594186544
297,0.22745691142976285
298,0.22742446500808
299,0.22739132098853587
300,0.22735742032527922
301,0.2273227308690548
302,0.22728721238672733
303,0.2272507931292057
304,0.22721341866999864
305,0.22717506725341083
306,0.22713569387793542
307,0.2270952432602644
308,0.2270537080988288
309,0.227011044472456
310,0.22696725148707628
311,0.22692231006920338
312,0.22687624242156745
313,0.22682907599955798
314,0.22678083673119545
315,0.22673159800469875
316,0.22668140929192304
317,0.22663035087287425
318,0.2265785164758563
319,0.22652599781751634
320,0.22647290982306004
321,0.2264193506538868
322,0.22636543802917003
323,0.22631129417568446
324,0.22625704545527697
325,0.22620279990136624
326,0.22614865228533745
327,0.22609470080584287
328,0.22604103904217482
