Epoch,Loss
0,22.219656562805177
1,22.061557292938232
2,21.905350971221925
3,21.750568008422853
4,21.5967915725708
5,21.443701553344727
6,21.291004486083985
7,21.13850034713745
8,20.986005516052245
9,20.833343200683593
10,20.680306053161623
11,20.526740818023683
12,20.372446241378785
13,20.21725721359253
14,20.0610511302948
15,19.903674364089966
16,19.744949655532835
17,19.584817867279053
18,19.423134088516235
19,19.259770860671996
20,19.09463134765625
21,18.927595491409303
22,18.75854863166809
23,18.587439594268798
24,18.41410313606262
25,18.238629312515258
26,18.060823678970337
27,17.880841302871705
28,17.698403396606444
29,17.513806610107423
30,17.32675443649292
31,17.13759187698364
32,16.94616907119751
33,16.752408323287963
34,16.55652015686035
35,16.358564653396606
36,16.15836618423462
37,15.956232080459595
38,15.751989631652831
39,15.545915832519531
40,15.33792667388916
41,15.128237743377685
42,14.916811199188233
43,14.703731021881104
44,14.489268236160278
45,14.273251428604127
46,14.056057443618775
47,13.837607078552246
48,13.618246946334839
49,13.397848806381226
50,13.176608772277833
51,12.954458513259887
52,12.73198353767395
53,12.508806924819947
54,12.285103645324707
55,12.061249885559082
56,11.836993370056152
57,11.612596712112428
58,11.388287324905395
59,11.16389181137085
60,10.93988844871521
61,10.716139488220215
62,10.492525539398194
63,10.269867444038391
64,10.047402114868165
65,9.825792226791382
66,9.605155549049378
67,9.385515933036805
68,9.166675658226014
69,8.948937888145446
70,8.732608494758606
71,8.517702503204346
72,8.304190120697022
73,8.092536640167236
74,7.882629518508911
75,7.67465497970581
76,7.46887511253357
77,7.265020828247071
78,7.063753771781921
79,6.864665622711182
80,6.668140106201172
81,6.474109716415406
82,6.282893209457398
83,6.094351029396057
84,5.908858892917633
85,5.726480736732483
86,5.547078058719635
87,5.371115257740021
88,5.1985700106620785
89,5.029251999855042
90,4.863631987571717
91,4.701510035991669
92,4.543013384342194
93,4.388248000144959
94,4.237106330394745
95,4.089710366725922
96,3.9459715390205385
97,3.806200532913208
98,3.670089328289032
99,3.53757758140564
100,3.409130367040634
101,3.2842311477661132
102,3.163081947565079
103,3.04562558054924
104,2.9319653737545015
105,2.8217143762111663
106,2.715088647603989
107,2.6121639943122865
108,2.512497946023941
109,2.416265951395035
110,2.3235091698169708
111,2.234004883766174
112,2.1476799941062925
113,2.064565867781639
114,1.9845811378955842
115,1.9075400990247726
116,1.8335902523994445
117,1.7625343441963195
118,1.694278263449669
119,1.6287628370523453
120,1.5660244029760362
121,1.5057968014478684
122,1.4482193356752395
123,1.3931597220897673
124,1.340561655163765
125,1.290285094976425
126,1.2423661464452744
127,1.1967063790559769
128,1.153173709511757
129,1.1118328335881233
130,1.072536429464817
131,1.0352162873744966
132,0.9998570540547371
133,0.9663752949237824
134,0.9347125390172004
135,0.9048316210508347
136,0.8766057914495469
137,0.8500662761926651
138,0.8250881472229957
139,0.8016134050488471
140,0.779630742073059
141,0.7590765258669854
142,0.7398053112626076
143,0.7218693593144416
144,0.7051528498530388
145,0.6896315199136734
146,0.6752298080921173
147,0.6619113346934319
148,0.6496126249432563
149,0.6382873800396919
150,0.6278723481297493
151,0.6183232581615448
152,0.6095948496460915
153,0.6016420492529869
154,0.5944140160083771
155,0.5878374123573303
156,0.5819000712037087
157,0.5765576505661011
158,0.5717484337091446
159,0.567423692047596
160,0.5635679456591606
161,0.5601355883479119
162,0.5570887771248817
163,0.5543757551908493
164,0.551991736292839
165,0.5498878401517868
166,0.5480292594432831
167,0.5464100125432014
168,0.5449868586659431
169,0.5437405097484589
170,0.5426263907551765
171,0.5416637241840363
172,0.5408264076709748
173,0.5400848978757858
174,0.5394212859869003
175,0.5388300120830536
176,0.5382985699176789
177,0.5378365606069565
178,0.5374148774147034
179,0.5370107662677764
180,0.5366569706797599
181,0.5363214972615242
182,0.536006917655468
183,0.5357129290699959
184,0.5354197999835014
185,0.5351507288217544
186,0.5348848015069961
187,0.5346275025606155
188,0.534381446838379
189,0.5341315931081771
190,0.533879827260971
191,0.533651887178421
192,0.5334150621294975
193,0.5331786116957664
194,0.5329411220550537
195,0.5327201461791993
196,0.5324888429045678
197,0.5322566902637482
198,0.532019311785698
199,0.5317909985780715
200,0.5315645611286164
201,0.5313291999697686
202,0.531106811761856
203,0.5308830112218856
204,0.5306507694721222
205,0.5304206117987633
206,0.5301844888925552
207,0.5299634093046188
208,0.529739995598793
209,0.5295173120498657
210,0.5292822176218033
211,0.5290604418516159
212,0.5288289141654968
213,0.5286034640669822
214,0.5283818268775939
215,0.5281428763270378
216,0.5279300823807717
217,0.527701517045498
218,0.5274681657552719
219,0.5272408792376518
220,0.5270168155431747
221,0.5267887344956398
222,0.5265650632977485
223,0.5263447141647339
224,0.5261182111501693
225,0.5258955943584442
226,0.525670892894268
227,0.5254395371675491
228,0.5252063176035882
229,0.5249778914451599
230,0.5247539559006691
231,0.5245239812135697
232,0.5242983981966972
233,0.5240754449367523
234,0.5238479337096215
235,0.5236305046081543
236,0.5233848488330841
237,0.5231705185770988
238,0.5229500183463096
239,0.5227222380042076
240,0.5224928477406502
241,0.5222647008299828
242,0.5220328786969185
243,0.5218137189745903
244,0.5215831586718559
245,0.521362087726593
246,0.5211329567432403
247,0.5209005892276763
248,0.5206782042980194
249,0.5204609006643295
250,0.5202277725934983
251,0.5199979731440544
252,0.5197812801599503
253,0.5195494040846824
254,0.519322302043438
255,0.5191136929392814
256,0.5188734209537507
257,0.5186491960287094
258,0.5184308895468712
259,0.5182034480571747
260,0.5179718229174614
261,0.5177456760406494
262,0.5175170591473579
263,0.5173067060112954
264,0.517073185145855
265,0.5168470272421837
266,0.5166096550226211
267,0.5164002785086632
268,0.5161714857816696
269,0.5159345388412475
270,0.5157288333773613
271,0.5154962661862373
272,0.5152561551332474
273,0.5150469931960105
274,0.5148176199197769
275,0.5145804539322854
276,0.514366150200367
277,0.5141403284668923
278,0.5139162275195122
279,0.5136847457289696
280,0.5134616568684578
281,0.5132395258545875
282,0.5130132639408111
283,0.5127875792980194
284,0.5125605064630508
285,0.5123431497812271
286,0.51210415661335
287,0.5118810936808587
288,0.511649709045887
289,0.5114263993501663
290,0.5112093216180802
291,0.5109738165140152
292,0.5107578381896019
293,0.5105300435423851
294,0.5103026098012924
295,0.5100659614801407
296,0.509845580458641
297,0.5096268820762634
298,0.5093839627504348
299,0.509175683259964
300,0.5089489817619324
301,0.5087162122130394
302,0.508489385843277
303,0.5082690969109536
304,0.5080376422405243
305,0.5078133794665337
306,0.5075777468085289
307,0.5073533055186271
